,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
825,KEGG_2019_Human,Terpenoid backbone biosynthesis,1/22,0.0010999756574123,0.0026399541924786,0,0,19978.0,136099.47030191717,ACAT2
826,KEGG_2019_Human,Butanoate metabolism,1/28,0.0013999711732997,0.0026399541924786,0,0,19972.0,131242.0761597353,ACAT2
827,KEGG_2019_Human,Glyoxylate and dicarboxylate metabolism,1/30,0.0014999697593334,0.0026399541924786,0,0,19970.0,129851.13732048514,ACAT2
828,KEGG_2019_Human,Propanoate metabolism,1/32,0.0015999683804467,0.0026399541924786,0,0,19968.0,128549.41955786056,ACAT2
829,KEGG_2019_Human,Pyruvate metabolism,1/39,0.0019499637955508,0.0026399541924786,0,0,19961.0,124555.53162481484,ACAT2
830,KEGG_2019_Human,Fat digestion and absorption,1/41,0.0020499625466866,0.0026399541924786,0,0,19959.0,123544.88783416104,ACAT2
831,KEGG_2019_Human,Tryptophan metabolism,1/42,0.0020999619311272,0.0026399541924786,0,0,19958.0,123057.75613441122,ACAT2
832,KEGG_2019_Human,Fatty acid degradation,1/44,0.0021999607179423,0.0026399541924786,0,0,19956.0,122117.06559109331,ACAT2
833,KEGG_2019_Human,"Valine, leucine and isoleucine degradation",1/48,0.0023999583567988,0.0026399541924786,0,0,19952.0,120356.5272753826,ACAT2
834,KEGG_2019_Human,Lysine degradation,1/59,0.0029499522555206,0.0029499522555206,0,0,19941.0,116175.59385530632,ACAT2
835,KEGG_2019_Human,Herpes simplex virus 1 infection,1/492,0.0245998389796247,0.0245998389796247,0,0,19508.0,72277.44006442746,ZNF155
836,KEGG_2019_Human,Huntington disease,1/193,0.0096499008972596,0.0096499008972596,0,0,19807.0,91920.47679471428,DNAH11
837,KEGG_2019_Human,B cell receptor signaling pathway,1/71,0.0035499461386618,0.0063499224962247,0,0,19929.0,112415.9585341616,LILRB3
838,KEGG_2019_Human,Osteoclast differentiation,1/127,0.0063499224962247,0.0063499224962247,0,0,19873.0,100543.72072014232,LILRB3
839,KEGG_2019_Human,Herpes simplex virus 1 infection,1/492,0.0245998389796247,0.0245998389796247,0,0,19508.0,72277.44006442746,ZNF546
840,KEGG_2019_Human,Non-homologous end-joining,1/13,0.0006499833083207112,0.0019499499249621,0,0,19987.0,146675.87616784443,MRE11
841,KEGG_2019_Human,Homologous recombination,1/41,0.0020499625466866,0.0030749438200299,0,0,19959.0,123544.88783416104,MRE11
842,KEGG_2019_Human,Cellular senescence,1/160,0.0079999110688441,0.0079999110688441,0,0,19840.0,95793.96509856998,MRE11
843,KEGG_2019_Human,Glycerolipid metabolism,1/61,0.0030499512001654,0.007274901495706,0,0,19939.0,115499.24335773686,AGPAT5
844,KEGG_2019_Human,Glycerophospholipid metabolism,1/97,0.0048499343304706,0.007274901495706,0,0,19903.0,106058.9096435903,AGPAT5
845,KEGG_2019_Human,Phospholipase D signaling pathway,1/148,0.007399915061391,0.007399915061391,0,0,19852.0,97399.60470052566,AGPAT5
846,KEGG_2019_Human,alpha-Linolenic acid metabolism,1/25,0.0012499733663791,0.0052874076132858,0,0,19975.0,133525.54486996148,PLA2G5
847,KEGG_2019_Human,Linoleic acid metabolism,1/29,0.001449970461791,0.0052874076132858,0,0,19971.0,130534.69172799008,PLA2G5
848,KEGG_2019_Human,Fat digestion and absorption,1/41,0.0020499625466866,0.0052874076132858,0,0,19959.0,123544.88783416104,PLA2G5
849,KEGG_2019_Human,Ether lipid metabolism,1/47,0.0023499589392381,0.0052874076132858,0,0,19953.0,120782.64067395544,PLA2G5
850,KEGG_2019_Human,Arachidonic acid metabolism,1/63,0.0031499501598827,0.005669910287789,0,0,19937.0,114844.46974572667,PLA2G5
851,KEGG_2019_Human,Glycerophospholipid metabolism,1/97,0.0048499343304706,0.0062999150247102,0,0,19903.0,106058.9096435903,PLA2G5
852,KEGG_2019_Human,Pancreatic secretion,1/98,0.0048999339081079,0.0062999150247102,0,0,19902.0,105849.45495286948,PLA2G5
853,KEGG_2019_Human,Vascular smooth muscle contraction,1/132,0.0065999206698993,0.0074249107536368,0,0,19868.0,99751.22090491928,PLA2G5
854,KEGG_2019_Human,Ras signaling pathway,1/232,0.0115998901349604,0.0115998901349604,0,0,19768.0,88101.22480150245,PLA2G5
855,KEGG_2019_Human,Olfactory transduction,1/444,0.0221998465247771,0.0221998465247771,0,0,19556.0,74462.79263140135,OR2Z1
856,KEGG_2019_Human,Ubiquitin mediated proteolysis,1/137,0.0068499188797651,0.0068499188797651,0,0,19863.0,98987.62735269018,UBE4A
857,KEGG_2019_Human,Tyrosine metabolism,1/36,0.0017999657178272,0.0035999314356544,0,0,19964.0,126172.23364250171,TYR
858,KEGG_2019_Human,Melanogenesis,1/101,0.0050499326546803,0.0050499326546803,0,0,19899.0,105233.48101229242,TYR
859,KEGG_2019_Human,Cortisol synthesis and secretion,1/65,0.003249949134407,0.009899892959305,0,0,19935.0,114209.92613860144,CACNA1F
860,KEGG_2019_Human,Renin secretion,1/69,0.003449947123837,0.009899892959305,0,0,19931.0,112996.7391397682,CACNA1F
861,KEGG_2019_Human,Arrhythmogenic right ventricular cardiomyopathy (ARVC),1/72,0.0035999456502131,0.009899892959305,0,0,19928.0,112131.59838572376,CACNA1F
862,KEGG_2019_Human,Cardiac muscle contraction,1/78,0.0038999427840466,0.009899892959305,0,0,19922.0,110503.2180492851,CACNA1F
863,KEGG_2019_Human,Hypertrophic cardiomyopathy (HCM),1/85,0.004249939567045,0.009899892959305,0,0,19915.0,108752.83801948265,CACNA1F
864,KEGG_2019_Human,Insulin secretion,1/86,0.0042999391173866,0.009899892959305,0,0,19914.0,108514.46102290176,CACNA1F
865,KEGG_2019_Human,GABAergic synapse,1/89,0.0044499377838098,0.009899892959305,0,0,19911.0,107815.380281759,CACNA1F
866,KEGG_2019_Human,Dilated cardiomyopathy (DCM),1/91,0.0045499369072032,0.009899892959305,0,0,19909.0,107362.10783923086,CACNA1F
867,KEGG_2019_Human,GnRH signaling pathway,1/93,0.0046499360391879,0.009899892959305,0,0,19907.0,106918.54242106884,CACNA1F
868,KEGG_2019_Human,Aldosterone synthesis and secretion,1/98,0.0048999339081079,0.009899892959305,0,0,19902.0,105849.45495286948,CACNA1F
869,KEGG_2019_Human,Cholinergic synapse,1/112,0.0055999282120529,0.009899892959305,0,0,19888.0,103119.30984392198,CACNA1F
870,KEGG_2019_Human,Serotonergic synapse,1/113,0.0056499278191151,0.009899892959305,0,0,19887.0,102937.34947211576,CACNA1F
871,KEGG_2019_Human,Vascular smooth muscle contraction,1/132,0.0065999206698993,0.009899892959305,0,0,19868.0,99751.22090491928,CACNA1F
872,KEGG_2019_Human,Adrenergic signaling in cardiomyocytes,1/145,0.0072499160871101,0.009899892959305,0,0,19855.0,97820.92670675044,CACNA1F
873,KEGG_2019_Human,Retrograde endocannabinoid signaling,1/148,0.007399915061391,0.009899892959305,0,0,19852.0,97399.60470052566,CACNA1F
874,KEGG_2019_Human,Oxytocin signaling pathway,1/153,0.0076499133771537,0.009899892959305,0,0,19847.0,96715.6407630817,CACNA1F
875,KEGG_2019_Human,Cushing syndrome,1/155,0.0077499127120574,0.009899892959305,0,0,19845.0,96448.16254952336,CACNA1F
876,KEGG_2019_Human,cGMP-PKG signaling pathway,1/166,0.0082999091363732,0.009899892959305,0,0,19834.0,95034.82345515196,CACNA1F
877,KEGG_2019_Human,Alzheimer disease,1/171,0.0085499075557634,0.009899892959305,0,0,19829.0,94422.42241345016,CACNA1F
878,KEGG_2019_Human,Calcium signaling pathway,1/188,0.009399902370135,0.0103398926071485,0,0,19812.0,92463.712994847,CACNA1F
879,KEGG_2019_Human,cAMP signaling pathway,1/212,0.0105998955026255,0.011104652431322,0,0,19788.0,89974.27756224656,CACNA1F
880,KEGG_2019_Human,MAPK signaling pathway,1/295,0.0147498749536506,0.0147498749536506,0,0,19705.0,83086.53988020132,CACNA1F
881,KEGG_2019_Human,Staphylococcus aureus infection,1/68,0.0033999476216189,0.0039499423167337,0,0,19932.0,113293.39338050144,CFH
882,KEGG_2019_Human,Complement and coagulation cascades,1/79,0.0039499423167337,0.0039499423167337,0,0,19921.0,110243.89578070649,CFH
883,KEGG_2019_Human,Sphingolipid metabolism,1/47,0.0023499589392381,0.0046999178784763,0,0,19953.0,120782.64067395544,CERS3
884,KEGG_2019_Human,Sphingolipid signaling pathway,1/119,0.0059499254985137,0.0059499254985137,0,0,19881.0,101877.73080211312,CERS3
885,KEGG_2019_Human,GABAergic synapse,1/89,0.0044499377838098,0.0044499377838098,0,0,19911.0,107815.380281759,SLC12A5
886,KEGG_2019_Human,Regulation of actin cytoskeleton,1/214,0.0106998949514067,0.0106998949514067,0,0,19786.0,89779.39753374986,BRK1
887,KEGG_2019_Human,Regulation of actin cytoskeleton,1/214,0.0106998949514067,0.0106998949514067,0,0,19786.0,89779.39753374986,IQGAP2
888,KEGG_2019_Human,Hematopoietic cell lineage,1/97,0.0048499343304706,0.0202497760506546,0,0,19903.0,106058.9096435903,CSF3R
889,KEGG_2019_Human,JAK-STAT signaling pathway,1/162,0.0080999104202618,0.0202497760506546,0,0,19838.0,95537.86936302872,CSF3R
890,KEGG_2019_Human,Cytokine-cytokine receptor interaction,1/294,0.0146998751759735,0.0221248283017086,0,0,19706.0,83157.67014793828,CSF3R
891,KEGG_2019_Human,PI3K-Akt signaling pathway,1/354,0.0176998626413668,0.0221248283017086,0,0,19646.0,79255.8617626126,CSF3R
892,KEGG_2019_Human,Pathways in cancer,1/530,0.0264998334376226,0.0264998334376226,0,0,19470.0,70688.10970701616,CSF3R
893,KEGG_2019_Human,Ascorbate and aldarate metabolism,1/27,0.0013499718942362,0.004685646776936,0,0,19973.0,131975.02298599784,UGT1A6
894,KEGG_2019_Human,Pentose and glucuronate interconversions,1/34,0.0016999670339032,0.004685646776936,0,0,19966.0,127326.1054203148,UGT1A6
895,KEGG_2019_Human,Porphyrin and chlorophyll metabolism,1/42,0.0020999619311272,0.004685646776936,0,0,19958.0,123057.75613441122,UGT1A6
896,KEGG_2019_Human,Steroid hormone biosynthesis,1/60,0.002999951725986,0.004685646776936,0,0,19940.0,115834.63209072244,UGT1A6
897,KEGG_2019_Human,Retinol metabolism,1/67,0.0033499481224912,0.004685646776936,0,0,19933.0,113594.38808369274,UGT1A6
898,KEGG_2019_Human,Metabolism of xenobiotics by cytochrome P450,1/74,0.0036999446830449,0.004685646776936,0,0,19926.0,111574.38983110404,UGT1A6
899,KEGG_2019_Human,Chemical carcinogenesis,1/82,0.004099940929819,0.004685646776936,0,0,19918.0,109484.9180722932,UGT1A6
900,KEGG_2019_Human,Drug metabolism,1/108,0.0053999298011749,0.0053999298011749,0,0,19892.0,103863.47861844616,UGT1A6
901,KEGG_2019_Human,Herpes simplex virus 1 infection,1/492,0.0245998389796247,0.0245998389796247,0,0,19508.0,72277.44006442746,ZNF736
902,KEGG_2019_Human,Ether lipid metabolism,1/47,0.0023499589392381,0.0046999178784763,0,0,19953.0,120782.64067395544,PLD3
903,KEGG_2019_Human,Glycerophospholipid metabolism,1/97,0.0048499343304706,0.0048499343304706,0,0,19903.0,106058.9096435903,PLD3
904,KEGG_2019_Human,Spliceosome,1/134,0.0066999199497742,0.0066999199497742,0,0,19866.0,99442.43560916925,CDC5L
905,KEGG_2019_Human,Olfactory transduction,1/444,0.0221998465247771,0.0221998465247771,0,0,19556.0,74462.79263140135,OR14K1
906,KEGG_2019_Human,Ovarian steroidogenesis,1/49,0.0024499577795033,0.0069998932593308,0,0,19951.0,119939.1172087114,LHCGR
907,KEGG_2019_Human,Prolactin signaling pathway,1/70,0.0034999466296654,0.0069998932593308,0,0,19930.0,112704.30065625212,LHCGR
908,KEGG_2019_Human,Calcium signaling pathway,1/188,0.009399902370135,0.01253320316018,0,0,19812.0,92463.712994847,LHCGR
909,KEGG_2019_Human,Neuroactive ligand-receptor interaction,1/338,0.0168998658265596,0.0168998658265596,0,0,19662.0,80229.79996326564,LHCGR
910,KEGG_2019_Human,Breast cancer,1/147,0.0073499154017982,0.0220497462053947,0,0,19853.0,97539.10874372096,HEYL
911,KEGG_2019_Human,Human papillomavirus infection,1/330,0.0164998674589645,0.0247498011884467,0,0,19670.0,80733.60565076157,HEYL
912,KEGG_2019_Human,Pathways in cancer,1/530,0.0264998334376226,0.0264998334376226,0,0,19470.0,70688.10970701616,HEYL
913,KEGG_2019_Human,Collecting duct acid secretion,1/27,0.0013499718942362,0.0013499718942362,0,0,19973.0,131975.02298599784,SLC12A7
914,KEGG_2019_Human,Longevity regulating pathway,1/102,0.0050999322416682,0.0063999221281459,0,0,19898.0,105032.15064717118,ATG13
915,KEGG_2019_Human,Autophagy,1/128,0.0063999221281459,0.0063999221281459,0,0,19872.0,100382.8010329652,ATG13
916,KEGG_2019_Human,Thyroid hormone synthesis,1/74,0.0036999446830449,0.0096248581368756,0,0,19926.0,111574.38983110404,CANX
917,KEGG_2019_Human,Antigen processing and presentation,1/77,0.0038499432547502,0.0096248581368756,0,0,19923.0,110765.8407373636,CANX
918,KEGG_2019_Human,Phagosome,1/152,0.0075999137114971,0.0103123868191847,0,0,19848.0,96850.665715497,CANX
919,KEGG_2019_Human,Protein processing in endoplasmic reticulum,1/165,0.0082499094553477,0.0103123868191847,0,0,19835.0,95159.46482222488,CANX
920,KEGG_2019_Human,Human T-cell leukemia virus 1 infection,1/219,0.0109498935894162,0.0109498935894162,0,0,19781.0,89299.85161916987,CANX
921,KEGG_2019_Human,Cushing syndrome,1/155,0.0077499127120574,0.0154998254241149,0,0,19845.0,96448.16254952336,CRHR2
922,KEGG_2019_Human,Neuroactive ligand-receptor interaction,1/338,0.0168998658265596,0.0168998658265596,0,0,19662.0,80229.79996326564,CRHR2
923,KEGG_2019_Human,RNA degradation,1/79,0.0039499423167337,0.0039499423167337,0,0,19921.0,110243.89578070649,PAN3
924,KEGG_2019_Human,Fanconi anemia pathway,1/54,0.0026999549628563,0.0026999549628563,0,0,19946.0,117971.01964061816,POLI
925,KEGG_2019_Human,PI3K-Akt signaling pathway,1/354,0.0176998626413668,0.0176998626413668,0,0,19646.0,79255.8617626126,MYB
926,KEGG_2019_Human,Long-term depression,1/60,0.002999951725986,0.0102498845546566,0,0,19940.0,115834.63209072244,ITPR1
927,KEGG_2019_Human,Cortisol synthesis and secretion,1/65,0.003249949134407,0.0102498845546566,0,0,19935.0,114209.92613860144,ITPR1
928,KEGG_2019_Human,Long-term potentiation,1/67,0.0033499481224912,0.0102498845546566,0,0,19933.0,113594.38808369274,ITPR1
929,KEGG_2019_Human,Renin secretion,1/69,0.003449947123837,0.0102498845546566,0,0,19931.0,112996.7391397682,ITPR1
930,KEGG_2019_Human,Thyroid hormone synthesis,1/74,0.0036999446830449,0.0102498845546566,0,0,19926.0,111574.38983110404,ITPR1
931,KEGG_2019_Human,Gastric acid secretion,1/75,0.0037499442041125,0.0102498845546566,0,0,19925.0,111301.33528642564,ITPR1
932,KEGG_2019_Human,Gap junction,1/88,0.0043999382262822,0.0102498845546566,0,0,19912.0,108045.79305232369,ITPR1
933,KEGG_2019_Human,Salivary secretion,1/90,0.0044999373439762,0.0102498845546566,0,0,19910.0,107587.50385474482,ITPR1
934,KEGG_2019_Human,GnRH signaling pathway,1/93,0.0046499360391879,0.0102498845546566,0,0,19907.0,106918.54242106884,ITPR1
935,KEGG_2019_Human,Circadian entrainment,1/97,0.0048499343304706,0.0102498845546566,0,0,19903.0,106058.9096435903,ITPR1
936,KEGG_2019_Human,Pancreatic secretion,1/98,0.0048999339081079,0.0102498845546566,0,0,19902.0,105849.45495286948,ITPR1
937,KEGG_2019_Human,Aldosterone synthesis and secretion,1/98,0.0048999339081079,0.0102498845546566,0,0,19902.0,105849.45495286948,ITPR1
938,KEGG_2019_Human,Phosphatidylinositol signaling system,1/99,0.0049499334884068,0.0102498845546566,0,0,19901.0,105642.09305076736,ITPR1
939,KEGG_2019_Human,Inflammatory mediator regulation of TRP channels,1/100,0.0049999330710556,0.0102498845546566,0,0,19900.0,105436.78197328727,ITPR1
940,KEGG_2019_Human,Glucagon signaling pathway,1/103,0.0051499318302617,0.0102498845546566,0,0,19897.0,104832.7525292024,ITPR1
941,KEGG_2019_Human,C-type lectin receptor signaling pathway,1/104,0.0051999314202997,0.0102498845546566,0,0,19896.0,104635.24941415618,ITPR1
942,KEGG_2019_Human,"Parathyroid hormone synthesis, secretion and action",1/106,0.0052999306076525,0.0102498845546566,0,0,19894.0,104245.78450366124,ITPR1
943,KEGG_2019_Human,Cholinergic synapse,1/112,0.0055999282120529,0.0102498845546566,0,0,19888.0,103119.30984392198,ITPR1
944,KEGG_2019_Human,Serotonergic synapse,1/113,0.0056499278191151,0.0102498845546566,0,0,19887.0,102937.34947211576,ITPR1
945,KEGG_2019_Human,Glutamatergic synapse,1/114,0.005699927427839,0.0102498845546566,0,0,19886.0,102756.96431429044,ITPR1
946,KEGG_2019_Human,Platelet activation,1/124,0.0061999236097501,0.0102498845546566,0,0,19876.0,101034.04709010696,ITPR1
947,KEGG_2019_Human,Oocyte meiosis,1/125,0.0062499232373748,0.0102498845546566,0,0,19875.0,100869.32368441945,ITPR1
948,KEGG_2019_Human,Autophagy,1/128,0.0063999221281459,0.0102498845546566,0,0,19872.0,100382.8010329652,ITPR1
949,KEGG_2019_Human,Dopaminergic synapse,1/131,0.0065499210316603,0.0102498845546566,0,0,19869.0,99907.33811343512,ITPR1
950,KEGG_2019_Human,Vascular smooth muscle contraction,1/132,0.0065999206698993,0.0102498845546566,0,0,19868.0,99751.22090491928,ITPR1
951,KEGG_2019_Human,Estrogen signaling pathway,1/137,0.0068499188797651,0.0102498845546566,0,0,19863.0,98987.62735269018,ITPR1
952,KEGG_2019_Human,Apelin signaling pathway,1/137,0.0068499188797651,0.0102498845546566,0,0,19863.0,98987.62735269018,ITPR1
953,KEGG_2019_Human,Apoptosis,1/143,0.0071499167770442,0.0102498845546566,0,0,19857.0,98106.57763600958,ITPR1
954,KEGG_2019_Human,Retrograde endocannabinoid signaling,1/148,0.007399915061391,0.0102498845546566,0,0,19852.0,97399.60470052566,ITPR1
955,KEGG_2019_Human,Oxytocin signaling pathway,1/153,0.0076499133771537,0.0102498845546566,0,0,19847.0,96715.6407630817,ITPR1
956,KEGG_2019_Human,Cushing syndrome,1/155,0.0077499127120574,0.0102498845546566,0,0,19845.0,96448.16254952336,ITPR1
957,KEGG_2019_Human,Cellular senescence,1/160,0.0079999110688441,0.0102498860569565,0,0,19840.0,95793.96509856998,ITPR1
958,KEGG_2019_Human,cGMP-PKG signaling pathway,1/166,0.0082999091363732,0.0103101826407735,0,0,19834.0,95034.82345515196,ITPR1
959,KEGG_2019_Human,Alzheimer disease,1/171,0.0085499075557634,0.0103101826407735,0,0,19829.0,94422.42241345016,ITPR1
960,KEGG_2019_Human,NOD-like receptor signaling pathway,1/178,0.0088999053857096,0.0104117351786222,0,0,19822.0,93593.82745769851,ITPR1
961,KEGG_2019_Human,Kaposi sarcoma-associated herpesvirus infection,1/186,0.0092999029651357,0.0104117351786222,0,0,19814.0,92684.96451050608,ITPR1
962,KEGG_2019_Human,Calcium signaling pathway,1/188,0.009399902370135,0.0104117351786222,0,0,19812.0,92463.712994847,ITPR1
963,KEGG_2019_Human,Huntington disease,1/193,0.0096499008972596,0.0104117351786222,0,0,19807.0,91920.47679471428,ITPR1
964,KEGG_2019_Human,Proteoglycans in cancer,1/201,0.0100498985877989,0.0105652780025579,0,0,19799.0,91079.21596609056,ITPR1
965,KEGG_2019_Human,Human immunodeficiency virus 1 infection,1/212,0.0105998955026255,0.0108648928901912,0,0,19788.0,89974.27756224656,ITPR1
966,KEGG_2019_Human,Human cytomegalovirus infection,1/225,0.0112498919790339,0.0112498919790339,0,0,19775.0,88738.27077557483,ITPR1
967,KEGG_2019_Human,Inflammatory mediator regulation of TRP channels,1/100,0.0049999330710556,0.0088999053857096,0,0,19900.0,105436.78197328727,TRPV2
968,KEGG_2019_Human,NOD-like receptor signaling pathway,1/178,0.0088999053857096,0.0088999053857096,0,0,19822.0,93593.82745769851,TRPV2
969,KEGG_2019_Human,p53 signaling pathway,1/72,0.0035999456502131,0.0068499188797651,0,0,19928.0,112131.59838572376,COP1
970,KEGG_2019_Human,Ubiquitin mediated proteolysis,1/137,0.0068499188797651,0.0068499188797651,0,0,19863.0,98987.62735269018,COP1
971,KEGG_2019_Human,Mucin type O-glycan biosynthesis,1/31,0.0015499690656704,0.0015499690656704,0,0,19969.0,129189.85098816035,GALNT5
972,KEGG_2019_Human,Vascular smooth muscle contraction,1/132,0.0065999206698993,0.0084999078692823,0,0,19868.0,99751.22090491928,MYH11
973,KEGG_2019_Human,Tight junction,1/170,0.0084999078692823,0.0084999078692823,0,0,19830.0,94543.49009679438,MYH11
974,KEGG_2019_Human,RNA degradation,1/79,0.0039499423167337,0.0039499423167337,0,0,19921.0,110243.89578070649,CNOT2
975,KEGG_2019_Human,Herpes simplex virus 1 infection,1/492,0.0245998389796247,0.0245998389796247,0,0,19508.0,72277.44006442746,ZNF717
976,KEGG_2019_Human,Aminoacyl-tRNA biosynthesis,1/66,0.003299948626608,0.003299948626608,0,0,19934.0,113899.85357353876,VARS2
977,KEGG_2019_Human,Ras signaling pathway,1/232,0.0115998901349604,0.0147498749536506,0,0,19768.0,88101.22480150245,NF1
978,KEGG_2019_Human,MAPK signaling pathway,1/295,0.0147498749536506,0.0147498749536506,0,0,19705.0,83086.53988020132,NF1
979,KEGG_2019_Human,Endometrial cancer,1/58,0.0028999527887707,0.0120398688515903,0,0,19942.0,116522.31890946148,SOS1
980,KEGG_2019_Human,Acute myeloid leukemia,1/66,0.003299948626608,0.0120398688515903,0,0,19934.0,113899.85357353876,SOS1
981,KEGG_2019_Human,Non-small cell lung cancer,1/66,0.003299948626608,0.0120398688515903,0,0,19934.0,113899.85357353876,SOS1
982,KEGG_2019_Human,Fc epsilon RI signaling pathway,1/68,0.0033999476216189,0.0120398688515903,0,0,19932.0,113293.39338050144,SOS1
983,KEGG_2019_Human,Renal cell carcinoma,1/69,0.003449947123837,0.0120398688515903,0,0,19931.0,112996.7391397682,SOS1
984,KEGG_2019_Human,Prolactin signaling pathway,1/70,0.0034999466296654,0.0120398688515903,0,0,19930.0,112704.30065625212,SOS1
985,KEGG_2019_Human,B cell receptor signaling pathway,1/71,0.0035499461386618,0.0120398688515903,0,0,19929.0,112415.9585341616,SOS1
986,KEGG_2019_Human,Glioma,1/75,0.0037499442041125,0.0120398688515903,0,0,19925.0,111301.33528642564,SOS1
987,KEGG_2019_Human,Chronic myeloid leukemia,1/76,0.0037999437281752,0.0120398688515903,0,0,19924.0,111031.8499691117,SOS1
988,KEGG_2019_Human,ErbB signaling pathway,1/85,0.004249939567045,0.0120398688515903,0,0,19915.0,108752.83801948265,SOS1
989,KEGG_2019_Human,Colorectal cancer,1/86,0.0042999391173866,0.0120398688515903,0,0,19914.0,108514.46102290176,SOS1
990,KEGG_2019_Human,Gap junction,1/88,0.0043999382262822,0.0120398688515903,0,0,19912.0,108045.79305232369,SOS1
991,KEGG_2019_Human,GnRH signaling pathway,1/93,0.0046499360391879,0.0120398688515903,0,0,19907.0,106918.54242106884,SOS1
992,KEGG_2019_Human,Prostate cancer,1/97,0.0048499343304706,0.0120398688515903,0,0,19903.0,106058.9096435903,SOS1
993,KEGG_2019_Human,Choline metabolism in cancer,1/99,0.0049499334884068,0.0120398688515903,0,0,19901.0,105642.09305076736,SOS1
994,KEGG_2019_Human,T cell receptor signaling pathway,1/101,0.0050499326546803,0.0120398688515903,0,0,19899.0,105233.48101229242,SOS1
995,KEGG_2019_Human,Neurotrophin signaling pathway,1/119,0.0059499254985137,0.0120398688515903,0,0,19881.0,101877.73080211312,SOS1
996,KEGG_2019_Human,Relaxin signaling pathway,1/130,0.0064999213952527,0.0120398688515903,0,0,19870.0,100064.62842845908,SOS1
997,KEGG_2019_Human,Natural killer cell mediated cytotoxicity,1/131,0.0065499210316603,0.0120398688515903,0,0,19869.0,99907.33811343512,SOS1
998,KEGG_2019_Human,FoxO signaling pathway,1/132,0.0065999206698993,0.0120398688515903,0,0,19868.0,99751.22090491928,SOS1
999,KEGG_2019_Human,Insulin signaling pathway,1/137,0.0068499188797651,0.0120398688515903,0,0,19863.0,98987.62735269018,SOS1
1000,KEGG_2019_Human,Estrogen signaling pathway,1/137,0.0068499188797651,0.0120398688515903,0,0,19863.0,98987.62735269018,SOS1
1001,KEGG_2019_Human,Breast cancer,1/147,0.0073499154017982,0.0120398688515903,0,0,19853.0,97539.10874372096,SOS1
1002,KEGG_2019_Human,Phospholipase D signaling pathway,1/148,0.007399915061391,0.0120398688515903,0,0,19852.0,97399.60470052566,SOS1
1003,KEGG_2019_Human,Gastric cancer,1/149,0.0074499147221605,0.0120398688515903,0,0,19851.0,97261.02051561224,SOS1
1004,KEGG_2019_Human,mTOR signaling pathway,1/152,0.0075999137114971,0.0120398688515903,0,0,19848.0,96850.665715497,SOS1
1005,KEGG_2019_Human,Hepatitis C,1/155,0.0077499127120574,0.0120398688515903,0,0,19845.0,96448.16254952336,SOS1
1006,KEGG_2019_Human,JAK-STAT signaling pathway,1/162,0.0080999104202618,0.0120398688515903,0,0,19838.0,95537.86936302872,SOS1
1007,KEGG_2019_Human,Hepatitis B,1/163,0.0081499100978668,0.0120398688515903,0,0,19837.0,95410.9786681514,SOS1
1008,KEGG_2019_Human,Hepatocellular carcinoma,1/168,0.0083999085011095,0.0120398688515903,0,0,19832.0,94787.72752807094,SOS1
1009,KEGG_2019_Human,Alcoholism,1/180,0.0089999047745351,0.0124837388808067,0,0,19820.0,93362.92821536642,SOS1
1010,KEGG_2019_Human,Chemokine signaling pathway,1/190,0.0094999017791995,0.0127101658610399,0,0,19810.0,92244.74636351672,SOS1
1011,KEGG_2019_Human,Focal adhesion,1/199,0.0099498991610159,0.0127101658610399,0,0,19801.0,91286.4288690606,SOS1
1012,KEGG_2019_Human,Proteoglycans in cancer,1/201,0.0100498985877989,0.0127101658610399,0,0,19799.0,91079.21596609056,SOS1
1013,KEGG_2019_Human,Regulation of actin cytoskeleton,1/214,0.0106998949514067,0.0131261914685078,0,0,19786.0,89779.39753374986,SOS1
1014,KEGG_2019_Human,Human cytomegalovirus infection,1/225,0.0112498919790339,0.0131261914685078,0,0,19775.0,88738.27077557483,SOS1
1015,KEGG_2019_Human,Thermogenesis,1/231,0.0115498903940656,0.0131261914685078,0,0,19769.0,88191.07730937863,SOS1
1016,KEGG_2019_Human,Ras signaling pathway,1/232,0.0115998901349604,0.0131261914685078,0,0,19768.0,88101.22480150245,SOS1
1017,KEGG_2019_Human,MAPK signaling pathway,1/295,0.0147498749536506,0.0160711146220803,0,0,19705.0,83086.53988020132,SOS1
1018,KEGG_2019_Human,MicroRNAs in cancer,1/299,0.0149498740670514,0.0160711146220803,0,0,19701.0,82804.33538735632,SOS1
1019,KEGG_2019_Human,Human papillomavirus infection,1/330,0.0164998674589645,0.0173047390423286,0,0,19670.0,80733.60565076157,SOS1
1020,KEGG_2019_Human,PI3K-Akt signaling pathway,1/354,0.0176998626413668,0.0181212879423518,0,0,19646.0,79255.8617626126,SOS1
1021,KEGG_2019_Human,Pathways in cancer,1/530,0.0264998334376226,0.0264998334376226,0,0,19470.0,70688.10970701616,SOS1
1022,KEGG_2019_Human,Pertussis,1/76,0.0037999437281752,0.0111598835581629,0,0,19924.0,111031.8499691117,TICAM1
1023,KEGG_2019_Human,NF-kappa B signaling pathway,1/95,0.0047499351803394,0.0111598835581629,0,0,19905.0,106484.27183626965,TICAM1
1024,KEGG_2019_Human,Chagas disease (American trypanosomiasis),1/103,0.0051499318302617,0.0111598835581629,0,0,19897.0,104832.7525292024,TICAM1
