"Name","BQ Project","BQ Dataset","BQ Table","Full ID","Program","Category","Reference Genome","Source","Data Type","Exp. Strategy","Status","Rows","Created","Example Joins","Description","Labels","Fields"
"HTAN CLINICAL TIER 2 DATA R4 VERSIONED","isb-cgc-bq","HTAN_versioned","clinical_tier2_r4","`isb-cgc-bq.HTAN_versioned.clinical_tier2_r4`","HTAN","CLINICAL BIOSPECIMEN DATA","","HTAN","CLINICAL DATA","","CURRENT","106","10/31/2023","","This table contains second tier clinical information about HTAN patient cases, specifically disease-agnostic extensions to the GDC clinical data model. Data was extracted from HTAN Synapse projects in October 2023. More details: see https://data.humantumoratlas.org/standard/clinical","access:open, category:clinical_biospecimen_data, data_type:clinical_data, program:htan, source:htan, status:current","Sentinel_Lymph_Node_Count, COVID19_Positive_Lab_Test_Indicator, Id, Known_Genetic_Predisposition_Mutation, Timepoint_Label, Extent_of_Tumor_Resection, Prior_Sites_of_Radiation, Cancer_Incidence_Location, Ecig_vape_use, Ecig_vape_times_per_day, Cancer_Incidence, COVID19_Current_Status, Mode_of_Cancer_Detection, Tumor_Extranodal_Extension_Indicator, entityId, Cancer_Associated_Gene_Mutations, Second_hand_smoke_exposure_years, Other_Biopsy_Resection_Site, Concomitant_Medication_Received_Type, COVID19_Cancer_Treatment_Followup, COVID19_Complications_Severity, Component, Precancerous_Condition_Type, COVID19_Antibody_Testing, Mismatch_Repair_System_Status, Immunosuppression, HTAN_Participant_ID, Hereditary_Cancer_Predisposition_Syndrome, Lab_Tests_for_MMR_Status, Medically_Underserved_Area, Family_Member_Vital_Status_Indicator, Country_of_Birth, Stop_Days_from_Index, Rural_vs_Urban, Medically_Underserved_Score, Sentinel_Node_Positive_Assessment_Count, Education_Level, Satellite_Metastasis_Present_Indicator, COVID19_Occurrence_Indicator, Chewing_tobacco_daily_use_count, Ecig_vape_30_day_use_num, Start_Days_from_Index, Mutational_Signatures, Type_of_smoke_exposure_cumulative_years, HTAN_Center, Manifest_Id, Manifest_Version,"
"HTAN CLINICAL TIER 2 DATA R5 VERSIONED","isb-cgc-bq","HTAN_versioned","clinical_tier2_r5","`isb-cgc-bq.HTAN_versioned.clinical_tier2_r5`","HTAN","CLINICAL BIOSPECIMEN DATA","","HTAN","CLINICAL DATA","","CURRENT","360","5/14/2024","","This table contains second tier clinical information about HTAN patient cases, specifically disease-agnostic extensions to the GDC clinical data model. Data was extracted from HTAN Synapse projects in April 2024 and corresponds to HTAN Data Release 5.1. More details: see https://data.humantumoratlas.org/standard/clinical","access:open, category:clinical_biospecimen_data, data_type:clinical_data, program:htan, source:htan, status:current","COVID19_Current_Status, Cancer_Incidence_Location, COVID19_Occurrence_Indicator, Timepoint_Label, COVID19_Positive_Lab_Test_Indicator, Component, Lab_Tests_for_MMR_Status, Stop_Days_from_Index, Cancer_Incidence, Sentinel_Node_Positive_Assessment_Count, Ecig_vape_times_per_day, Known_Genetic_Predisposition_Mutation, COVID19_Cancer_Treatment_Followup, Prior_Sites_of_Radiation, Mutational_Signatures, Hereditary_Cancer_Predisposition_Syndrome, COVID19_Antibody_Testing, Sentinel_Lymph_Node_Count, COVID19_Complications_Severity, Satellite_Metastasis_Present_Indicator, Concomitant_Medication_Received_Type, Medically_Underserved_Area, Family_Member_Vital_Status_Indicator, Tumor_Extranodal_Extension_Indicator, entityId, Medically_Underserved_Score, Country_of_Birth, Second_hand_smoke_exposure_years, Cancer_Associated_Gene_Mutations, HTAN_Participant_ID, Ecig_vape_30_day_use_num, Type_of_smoke_exposure_cumulative_years, Extent_of_Tumor_Resection, Other_Biopsy_Resection_Site, Mismatch_Repair_System_Status, Start_Days_from_Index, Chewing_tobacco_daily_use_count, Immunosuppression, Mode_of_Cancer_Detection, Id, Education_Level, Ecig_vape_use, Rural_vs_Urban, HTAN_Center, Manifest_Id, Manifest_Version,"
"HTAN CLINICAL TIER 3 DATA - BREAST","isb-cgc-bq","HTAN","clinical_tier3_breast_current","`isb-cgc-bq.HTAN.clinical_tier3_breast_current`","HTAN","CLINICAL BIOSPECIMEN DATA","","HTAN","CLINICAL DATA","","CURRENT","82","5/14/2024","","This table contains third-tier, breast clinical information about HTAN patient cases. Data was extracted from HTAN Synapse projects in April 2024 and corresponds to HTAN Data Release 5.1. More details: see https://data.humantumoratlas.org/standard/clinical","access:open, category:clinical_biospecimen_data, data_type:clinical_data, program:htan, source:htan, status:current","Breast_Carcinoma_Estrogen_Receptor_Status, Breast_Cancer_Allred_Estrogen_Receptor_Score, Breast_Quadrant_Site, Breast_Carcinoma_HER2_Ratio_Diagnosis, Breast_Carcinoma_PR_Status_Percentage_Value, Timepoint_Label, Breast_Carcinoma_Histology_Category, Component, Stop_Days_from_Index, Breast_Carcinoma_Progesteroner_Receptor_Status, Breast_Carcinoma_Surgical_Procedure_Name, Breast_Imaging_Performed_Type, Prior_Invasive_Breast_Disease, Breast_Carcinoma_HER2_Status, HER2_Breast_Carcinoma_Copy_Number_Total, Breast_Carcinoma_HER2_Centromere17_Copynumber_Total, Breast_Carcinoma_ER_Status_Percentage_Value, Breast_Carcinoma_ER_Staining_Intensity, Breast_Carcinoma_Centromere_17_Copy_Number, Breast_Cancer_Genomic_Test_Performed, Breast_Carcinoma_Detection_Method_Type, Oncotype_Score, Breast_Cancer_Assessment_Tests, Invasive_Lobular_Breast_Carcinoma_Histologic_Category, Mammaprint_Risk_Group, entityId, Breast_Carcinoma_HER2_Chromosome17_Ratio, Multifocal_Breast_Carcinoma_Present_Indicator, Oncotype_Risk_Group, HTAN_Participant_ID, Breast_Carcinoma_PR_Staining_Intensity, BIRADS_Mammography_Breast_Density_Category, Start_Days_from_Index, Invasive_Ductal_Breast_Carcinoma_Histologic_Category, Breast_Biopsy_Procedure_Finding_Type, Multicentric_Breast_Carcinoma_Present_Indicator, Id, Hormone_Therapy_Breast_Cancer_Prevention_Indicator, HTAN_Center, Manifest_Id, Manifest_Version,"
"HTAN CLINICAL TIER 3 DATA - BREAST R2 VERSIONED","isb-cgc-bq","HTAN_versioned","clinical_tier3_breast_r2","`isb-cgc-bq.HTAN_versioned.clinical_tier3_breast_r2`","HTAN","CLINICAL BIOSPECIMEN DATA","","HTAN","CLINICAL DATA","","CURRENT","5","6/24/2022","","Data was extracted from HTAN Synapse projects in April 2022. This table contains information about HTAN patient cases and their clinical information. More details: see https://data.humantumoratlas.org/standard/clinical","access:open, category:clinical_biospecimen_data, data_type:clinical_data, program:htan, source:htan, status:current","Component, HTAN_Participant_ID, Timepoint_Label, Start_Days_from_Index, Stop_Days_from_Index, Breast_Carcinoma_Detection_Method_Type, Breast_Carcinoma_Histology_Category, Invasive_Lobular_Breast_Carcinoma_Histologic_Category, Invasive_Ductal_Breast_Carcinoma_Histologic_Category, Breast_Biopsy_Procedure_Finding_Type, Breast_Quadrant_Site, Breast_Cancer_Assessment_Tests, Breast_Cancer_Genomic_Test_Performed, Mammaprint_Risk_Group, Oncotype_Risk_Group, Breast_Carcinoma_Estrogen_Receptor_Status, Breast_Carcinoma_Progesteroner_Receptor_Status, Breast_Cancer_Allred_Estrogen_Receptor_Score, Prior_Invasive_Breast_Disease, Breast_Carcinoma_ER_Status_Percentage_Value, Breast_Carcinoma_PR_Status_Percentage_Value, HER2_Breast_Carcinoma_Copy_Number_Total, Breast_Carcinoma_Centromere_17_Copy_Number, Breast_Carcinoma_HER2_Centromere17_Copynumber_Total, Breast_Carcinoma_HER2_Chromosome17_Ratio, Breast_Carcinoma_Surgical_Procedure_Name, Breast_Carcinoma_HER2_Ratio_Diagnosis, Breast_Carcinoma_HER2_Status, Hormone_Therapy_Breast_Cancer_Prevention_Indicator, Breast_Carcinoma_ER_Staining_Intensity, Breast_Carcinoma_PR_Staining_Intensity, Oncotype_Score, Breast_Imaging_Performed_Type, Multifocal_Breast_Carcinoma_Present_Indicator, Multicentric_Breast_Carcinoma_Present_Indicator, BIRADS_Mammography_Breast_Density_Category, entityId, HTAN_Center, Data_Release,"
"HTAN CLINICAL TIER 3 DATA - BREAST R3 VERSIONED","isb-cgc-bq","HTAN_versioned","clinical_tier3_breast_r3","`isb-cgc-bq.HTAN_versioned.clinical_tier3_breast_r3`","HTAN","CLINICAL BIOSPECIMEN DATA","","HTAN","CLINICAL DATA","","CURRENT","16","6/5/2023","","This table contains third tier disease-agnostic extensions to the GDC clinical data model. Data was extracted from HTAN Synapse projects in April 2023 and contains patient cases and their clinical information. More details: see https://data.humantumoratlas.org/standard/clinical","access:open, category:clinical_biospecimen_data, data_type:clinical_data, program:htan, source:htan, status:current","Component, HTAN_Participant_ID, Timepoint_Label, Start_Days_from_Index, Stop_Days_from_Index, Breast_Carcinoma_Detection_Method_Type, Breast_Carcinoma_Histology_Category, Invasive_Lobular_Breast_Carcinoma_Histologic_Category, Invasive_Ductal_Breast_Carcinoma_Histologic_Category, Breast_Biopsy_Procedure_Finding_Type, Breast_Quadrant_Site, Breast_Cancer_Assessment_Tests, Breast_Cancer_Genomic_Test_Performed, Mammaprint_Risk_Group, Oncotype_Risk_Group, Breast_Carcinoma_Estrogen_Receptor_Status, Breast_Carcinoma_Progesteroner_Receptor_Status, Breast_Cancer_Allred_Estrogen_Receptor_Score, Prior_Invasive_Breast_Disease, Breast_Carcinoma_ER_Status_Percentage_Value, Breast_Carcinoma_PR_Status_Percentage_Value, HER2_Breast_Carcinoma_Copy_Number_Total, Breast_Carcinoma_Centromere_17_Copy_Number, Breast_Carcinoma_HER2_Centromere17_Copynumber_Total, Breast_Carcinoma_HER2_Chromosome17_Ratio, Breast_Carcinoma_Surgical_Procedure_Name, Breast_Carcinoma_HER2_Ratio_Diagnosis, Breast_Carcinoma_HER2_Status, Hormone_Therapy_Breast_Cancer_Prevention_Indicator, Breast_Carcinoma_ER_Staining_Intensity, Breast_Carcinoma_PR_Staining_Intensity, Oncotype_Score, Breast_Imaging_Performed_Type, Multifocal_Breast_Carcinoma_Present_Indicator, Multicentric_Breast_Carcinoma_Present_Indicator, BIRADS_Mammography_Breast_Density_Category, entityId, HTAN_Center, Data_Release, Manifest_Version, Uuid,"
"HTAN CLINICAL TIER 3 DATA - BREAST R4 VERSIONED","isb-cgc-bq","HTAN_versioned","clinical_tier3_breast_r4","`isb-cgc-bq.HTAN_versioned.clinical_tier3_breast_r4`","HTAN","CLINICAL BIOSPECIMEN DATA","","HTAN","CLINICAL DATA","","CURRENT","82","10/31/2023","","This table contains third tier disease-agnostic extensions to the GDC clinical data model. Data was extracted from HTAN Synapse projects in October 2023 and contains patient cases and their clinical information. More details: see https://data.humantumoratlas.org/standard/clinical","access:open, category:clinical_biospecimen_data, data_type:clinical_data, program:htan, source:htan, status:current","Breast_Cancer_Genomic_Test_Performed, Breast_Carcinoma_ER_Staining_Intensity, Breast_Carcinoma_ER_Status_Percentage_Value, Id, Breast_Carcinoma_Histology_Category, Timepoint_Label, Multifocal_Breast_Carcinoma_Present_Indicator, Breast_Biopsy_Procedure_Finding_Type, Hormone_Therapy_Breast_Cancer_Prevention_Indicator, Breast_Carcinoma_Centromere_17_Copy_Number, entityId, Breast_Carcinoma_HER2_Ratio_Diagnosis, Component, Oncotype_Risk_Group, Breast_Carcinoma_Detection_Method_Type, Breast_Carcinoma_Progesteroner_Receptor_Status, HER2_Breast_Carcinoma_Copy_Number_Total, Breast_Carcinoma_HER2_Chromosome17_Ratio, Breast_Carcinoma_PR_Staining_Intensity, Oncotype_Score, Breast_Imaging_Performed_Type, Breast_Carcinoma_Surgical_Procedure_Name, HTAN_Participant_ID, Invasive_Lobular_Breast_Carcinoma_Histologic_Category, Breast_Carcinoma_PR_Status_Percentage_Value, BIRADS_Mammography_Breast_Density_Category, Mammaprint_Risk_Group, Invasive_Ductal_Breast_Carcinoma_Histologic_Category, Breast_Cancer_Allred_Estrogen_Receptor_Score, Breast_Carcinoma_HER2_Status, Stop_Days_from_Index, Breast_Quadrant_Site, Breast_Carcinoma_HER2_Centromere17_Copynumber_Total, Breast_Cancer_Assessment_Tests, Prior_Invasive_Breast_Disease, Multicentric_Breast_Carcinoma_Present_Indicator, Breast_Carcinoma_Estrogen_Receptor_Status, Start_Days_from_Index, HTAN_Center, Manifest_Id, Manifest_Version,"
"HTAN CLINICAL TIER 3 DATA - BREAST R5 VERSIONED","isb-cgc-bq","HTAN_versioned","clinical_tier3_breast_r5","`isb-cgc-bq.HTAN_versioned.clinical_tier3_breast_r5`","HTAN","CLINICAL BIOSPECIMEN DATA","","HTAN","CLINICAL DATA","","CURRENT","82","5/14/2024","","This table contains third-tier, breast clinical information about HTAN patient cases. Data was extracted from HTAN Synapse projects in April 2024 and corresponds to HTAN Data Release 5.1. More details: see https://data.humantumoratlas.org/standard/clinical","access:open, category:clinical_biospecimen_data, data_type:clinical_data, program:htan, source:htan, status:current","Breast_Carcinoma_Estrogen_Receptor_Status, Breast_Cancer_Allred_Estrogen_Receptor_Score, Breast_Quadrant_Site, Breast_Carcinoma_HER2_Ratio_Diagnosis, Breast_Carcinoma_PR_Status_Percentage_Value, Timepoint_Label, Breast_Carcinoma_Histology_Category, Component, Stop_Days_from_Index, Breast_Carcinoma_Progesteroner_Receptor_Status, Breast_Carcinoma_Surgical_Procedure_Name, Breast_Imaging_Performed_Type, Prior_Invasive_Breast_Disease, Breast_Carcinoma_HER2_Status, HER2_Breast_Carcinoma_Copy_Number_Total, Breast_Carcinoma_HER2_Centromere17_Copynumber_Total, Breast_Carcinoma_ER_Status_Percentage_Value, Breast_Carcinoma_ER_Staining_Intensity, Breast_Carcinoma_Centromere_17_Copy_Number, Breast_Cancer_Genomic_Test_Performed, Breast_Carcinoma_Detection_Method_Type, Oncotype_Score, Breast_Cancer_Assessment_Tests, Invasive_Lobular_Breast_Carcinoma_Histologic_Category, Mammaprint_Risk_Group, entityId, Breast_Carcinoma_HER2_Chromosome17_Ratio, Multifocal_Breast_Carcinoma_Present_Indicator, Oncotype_Risk_Group, HTAN_Participant_ID, Breast_Carcinoma_PR_Staining_Intensity, BIRADS_Mammography_Breast_Density_Category, Start_Days_from_Index, Invasive_Ductal_Breast_Carcinoma_Histologic_Category, Breast_Biopsy_Procedure_Finding_Type, Multicentric_Breast_Carcinoma_Present_Indicator, Id, Hormone_Therapy_Breast_Cancer_Prevention_Indicator, HTAN_Center, Manifest_Id, Manifest_Version,"
"HTAN CLINICAL TIER 3 DATA - COLORECTAL","isb-cgc-bq","HTAN","clinical_tier3_colorectal_current","`isb-cgc-bq.HTAN.clinical_tier3_colorectal_current`","HTAN","METADATA","","HTAN","CLINICAL DATA","","CURRENT","277","5/14/2024","","This table contains third-tier, colorectal clinical information about HTAN patient cases. Data was extracted from HTAN Synapse projects in April 2024 and corresponds to HTAN Data Release 5.1. More details: see https://data.humantumoratlas.org/standard/clinical","access:open, category:metadata, data_type:clinical_data, program:htan, source:htan, status:current","Timepoint_Label, Component, Stop_Days_from_Index, Family_Colon_Cancer_History_Indicator, History_of_Prior_Colon_Polyps, Colorectal_Cancer_Tumor_Border_Configuration, Immediate_Family_History_Ovarian_Cancer, MLH1_Promoter_Methylation_Status, Size_of_Polyp_Removed, Family_History_Colorectal_Polyp, Colorectal_Polyp_New_Indicator, Colorectal_Cancer_KRAS_Indicator, Colorectal_Polyp_Type, entityId, Colorectal_Cancer_Detection_Method_Type, Colorectal_Polyp_Adenoma_Type, Colon_Polyp_Occurence_Indicator, Colorectal_Polyp_Shape, Immediate_Family_History_Endometrial_Cancer, HTAN_Participant_ID, Patient_Colonoscopy_Performed_Indicator, Start_Days_from_Index, Colorectal_Polyp_Count, Family_Medical_History_Colorectal_Polyp_Diagnosis, Patient_Inflammatory_Bowel_Disease_Personal_Medica_History, Id, HTAN_Center, Manifest_Id, Manifest_Version,"
"HTAN CLINICAL TIER 3 DATA - COLORECTAL R5 VERSIONED","isb-cgc-bq","HTAN_versioned","clinical_tier3_colorectal_r5","`isb-cgc-bq.HTAN_versioned.clinical_tier3_colorectal_r5`","HTAN","METADATA","","HTAN","CLINICAL DATA","","CURRENT","277","5/14/2024","","This table contains third-tier, colorectal clinical information about HTAN patient cases. Data was extracted from HTAN Synapse projects in April 2024 and corresponds to HTAN Data Release 5.1. More details: see https://data.humantumoratlas.org/standard/clinical","access:open, category:metadata, data_type:clinical_data, program:htan, source:htan, status:current","Timepoint_Label, Component, Stop_Days_from_Index, Family_Colon_Cancer_History_Indicator, History_of_Prior_Colon_Polyps, Colorectal_Cancer_Tumor_Border_Configuration, Immediate_Family_History_Ovarian_Cancer, MLH1_Promoter_Methylation_Status, Size_of_Polyp_Removed, Family_History_Colorectal_Polyp, Colorectal_Polyp_New_Indicator, Colorectal_Cancer_KRAS_Indicator, Colorectal_Polyp_Type, entityId, Colorectal_Cancer_Detection_Method_Type, Colorectal_Polyp_Adenoma_Type, Colon_Polyp_Occurence_Indicator, Colorectal_Polyp_Shape, Immediate_Family_History_Endometrial_Cancer, HTAN_Participant_ID, Patient_Colonoscopy_Performed_Indicator, Start_Days_from_Index, Colorectal_Polyp_Count, Family_Medical_History_Colorectal_Polyp_Diagnosis, Patient_Inflammatory_Bowel_Disease_Personal_Medica_History, Id, HTAN_Center, Manifest_Id, Manifest_Version,"
"HTAN CLINICAL TIER 3 DATA - LUNG","isb-cgc-bq","HTAN","clinical_tier3_lung_current","`isb-cgc-bq.HTAN.clinical_tier3_lung_current`","HTAN","CLINICAL BIOSPECIMEN DATA","","HTAN","CLINICAL DATA","","CURRENT","98","5/14/2024","","This table contains third-tier, lung clinical information about HTAN patient cases. Data was extracted from HTAN Synapse projects in April 2024 and corresponds to HTAN Data Release 5.1. More details: see https://data.humantumoratlas.org/standard/clinical","access:open, category:clinical_biospecimen_data, data_type:clinical_data, program:htan, source:htan, status:current","Lung_Tumor_Location_Anatomic_Site, Start_Days_from_Index, Lung_Topography, Lung_Tumor_Lobe_Bronchial_Location, entityId, Id, Timepoint_Label, Lung_Adjacent_Histology_Type, Component, Current_Lung_Cancer_Symptoms, Stop_Days_from_Index, Lung_Cancer_Participant_Procedure_History, Lung_Cancer_Detection_Method_Type, Lung_Cancer_Harboring_Genomic_Aberrations, HTAN_Participant_ID, HTAN_Center, Manifest_Id, Manifest_Version,"
"HTAN CLINICAL TIER 3 DATA - LUNG R2 VERSIONED","isb-cgc-bq","HTAN_versioned","clinical_tier3_lung_r2","`isb-cgc-bq.HTAN_versioned.clinical_tier3_lung_r2`","HTAN","CLINICAL BIOSPECIMEN DATA","","HTAN","CLINICAL DATA","","CURRENT","58","6/24/2022","","Data was extracted from HTAN Synapse projects in April 2022. This table contains information about HTAN patient cases and their clinical information. More details: see https://data.humantumoratlas.org/standard/clinical","access:open, category:clinical_biospecimen_data, data_type:clinical_data, program:htan, source:htan, status:current","Component, HTAN_Participant_ID, Timepoint_Label, Start_Days_from_Index, Stop_Days_from_Index, Lung_Cancer_Detection_Method_Type, Lung_Cancer_Participant_Procedure_History, Lung_Adjacent_Histology_Type, Lung_Tumor_Location_Anatomic_Site, Lung_Tumor_Lobe_Bronchial_Location, Current_Lung_Cancer_Symptoms, Lung_Topography, Lung_Cancer_Harboring_Genomic_Aberrations, entityId, HTAN_Center, Data_Release,"
"HTAN CLINICAL TIER 3 DATA - LUNG R3 VERSIONED","isb-cgc-bq","HTAN_versioned","clinical_tier3_lung_r3","`isb-cgc-bq.HTAN_versioned.clinical_tier3_lung_r3`","HTAN","CLINICAL BIOSPECIMEN DATA","","HTAN","CLINICAL DATA","","CURRENT","59","6/5/2023","","This table contains third-tier, lung clinical information about HTAN patient cases, specifically disease-agnostic extensions to the GDC clinical data model. Data was extracted from HTAN Synapse projects in April 2023. More details: see https://data.humantumoratlas.org/standard/clinical","access:open, category:clinical_biospecimen_data, data_type:clinical_data, program:htan, source:htan, status:current","Component, HTAN_Participant_ID, Timepoint_Label, Start_Days_from_Index, Stop_Days_from_Index, Lung_Cancer_Detection_Method_Type, Lung_Cancer_Participant_Procedure_History, Lung_Adjacent_Histology_Type, Lung_Tumor_Location_Anatomic_Site, Lung_Tumor_Lobe_Bronchial_Location, Current_Lung_Cancer_Symptoms, Lung_Topography, Lung_Cancer_Harboring_Genomic_Aberrations, entityId, HTAN_Center, Data_Release, Manifest_Version, Uuid,"
"HTAN CLINICAL TIER 3 DATA - LUNG R4 VERSIONED","isb-cgc-bq","HTAN_versioned","clinical_tier3_lung_r4","`isb-cgc-bq.HTAN_versioned.clinical_tier3_lung_r4`","HTAN","CLINICAL BIOSPECIMEN DATA","","HTAN","CLINICAL DATA","","CURRENT","63","10/31/2023","","This table contains third-tier, lung clinical information about HTAN patient cases, specifically disease-agnostic extensions to the GDC clinical data model. Data was extracted from HTAN Synapse projects in October 2023. More details: see https://data.humantumoratlas.org/standard/clinical","access:open, category:clinical_biospecimen_data, data_type:clinical_data, program:htan, source:htan, status:current","entityId, Stop_Days_from_Index, HTAN_Participant_ID, Current_Lung_Cancer_Symptoms, Id, Lung_Adjacent_Histology_Type, Lung_Cancer_Harboring_Genomic_Aberrations, Timepoint_Label, Component, Lung_Cancer_Participant_Procedure_History, Lung_Tumor_Location_Anatomic_Site, Lung_Tumor_Lobe_Bronchial_Location, Lung_Topography, Start_Days_from_Index, Lung_Cancer_Detection_Method_Type, HTAN_Center, Manifest_Id, Manifest_Version,"
"HTAN CLINICAL TIER 3 DATA - LUNG R5 VERSIONED","isb-cgc-bq","HTAN_versioned","clinical_tier3_lung_r5","`isb-cgc-bq.HTAN_versioned.clinical_tier3_lung_r5`","HTAN","CLINICAL BIOSPECIMEN DATA","","HTAN","CLINICAL DATA","","CURRENT","98","5/14/2024","","This table contains third-tier, lung clinical information about HTAN patient cases. Data was extracted from HTAN Synapse projects in April 2024 and corresponds to HTAN Data Release 5.1. More details: see https://data.humantumoratlas.org/standard/clinical","access:open, category:clinical_biospecimen_data, data_type:clinical_data, program:htan, source:htan, status:current","Lung_Tumor_Location_Anatomic_Site, Start_Days_from_Index, Lung_Topography, Lung_Tumor_Lobe_Bronchial_Location, entityId, Id, Timepoint_Label, Lung_Adjacent_Histology_Type, Component, Current_Lung_Cancer_Symptoms, Stop_Days_from_Index, Lung_Cancer_Participant_Procedure_History, Lung_Cancer_Detection_Method_Type, Lung_Cancer_Harboring_Genomic_Aberrations, HTAN_Participant_ID, HTAN_Center, Manifest_Id, Manifest_Version,"
"HTAN CLINICAL TIER 3 DATA - MELANOMA","isb-cgc-bq","HTAN","clinical_tier3_melanoma_current","`isb-cgc-bq.HTAN.clinical_tier3_melanoma_current`","HTAN","CLINICAL BIOSPECIMEN DATA","","HTAN","CLINICAL DATA","","CURRENT","63","5/14/2024","","This table contains third-tier, melanoma clinical information about HTAN patient cases. Data was extracted from HTAN Synapse projects in April 2024 and corresponds to HTAN Data Release 5.1. More details: see https://data.humantumoratlas.org/standard/clinical","access:open, category:clinical_biospecimen_data, data_type:clinical_data, program:htan, source:htan, status:current","History_of_Chronic_UV_Exposure, Cutaneous_Melanoma_Tumor_Regression_Range, Melanoma_Lesion_Size, Timepoint_Label, Component, Stop_Days_from_Index, Cutaneous_Melanoma_Surgical_Margins, Fitzpatrick_Skin_Tone, Cutaneous_Melanoma_Tumor_Infiltrating_Lymphocytes, Cutaneous_Melanoma_Additional_Findings, entityId, Melanoma_Biopsy_Resection_Sites, History_of_Atypical_Nevi, Cutaneous_Melanoma_Ulceration, Immediate_Family_History_Melanoma, Melanoma_Specimen_Clark_Level_Value, HTAN_Participant_ID, Start_Days_from_Index, History_of_Blistering_Sunburn, History_of_Tanning_Bed_Use, Id, HTAN_Center, Manifest_Id, Manifest_Version,"
"HTAN CLINICAL TIER 3 DATA - MELANOMA R5 VERSIONED","isb-cgc-bq","HTAN_versioned","clinical_tier3_melanoma_r5","`isb-cgc-bq.HTAN_versioned.clinical_tier3_melanoma_r5`","HTAN","CLINICAL BIOSPECIMEN DATA","","HTAN","CLINICAL DATA","","CURRENT","63","5/14/2024","","This table contains third-tier, melanoma clinical information about HTAN patient cases. Data was extracted from HTAN Synapse projects in April 2024 and corresponds to HTAN Data Release 5.1. More details: see https://data.humantumoratlas.org/standard/clinical","access:open, category:clinical_biospecimen_data, data_type:clinical_data, program:htan, source:htan, status:current","History_of_Chronic_UV_Exposure, Cutaneous_Melanoma_Tumor_Regression_Range, Melanoma_Lesion_Size, Timepoint_Label, Component, Stop_Days_from_Index, Cutaneous_Melanoma_Surgical_Margins, Fitzpatrick_Skin_Tone, Cutaneous_Melanoma_Tumor_Infiltrating_Lymphocytes, Cutaneous_Melanoma_Additional_Findings, entityId, Melanoma_Biopsy_Resection_Sites, History_of_Atypical_Nevi, Cutaneous_Melanoma_Ulceration, Immediate_Family_History_Melanoma, Melanoma_Specimen_Clark_Level_Value, HTAN_Participant_ID, Start_Days_from_Index, History_of_Blistering_Sunburn, History_of_Tanning_Bed_Use, Id, HTAN_Center, Manifest_Id, Manifest_Version,"
"HTAN CLINICAL TIER 3 DATA - NEUROBLASTOMA AND GLIOMA","isb-cgc-bq","HTAN","clinical_tier3_brain_current","`isb-cgc-bq.HTAN.clinical_tier3_brain_current`","HTAN","CLINICAL BIOSPECIMEN DATA","","HTAN","CLINICAL DATA","","CURRENT","82","5/14/2024","","This table contains third-tier, neuroblastoma and glioma clinical information about HTAN patient cases. Data was extracted from HTAN Synapse projects in April 2024 and corresponds to HTAN Data Release 5.1. More details: see https://data.humantumoratlas.org/standard/clinical","access:open, category:clinical_biospecimen_data, data_type:clinical_data, program:htan, source:htan, status:current","Start_Days_from_Index, Infra_Tentorial_Ependymoma_Molecular_Subgroup, Neuroblastoma_MYCN_Gene_Amplification_Status, Supra_Tentorial_Ependymoma_Molecular_Subgroup, CNS_Tumor_Primary_Anatomic_Site, entityId, Id, Timepoint_Label, Component, Stop_Days_from_Index, Glioma_Specific_Metastasis_Sites, Glioma_Specific_Radiation_Field, HTAN_Participant_ID, HTAN_Center, Manifest_Id, Manifest_Version,"
"HTAN CLINICAL TIER 3 DATA - NEUROBLASTOMA AND GLIOMA R4 VERSIONED","isb-cgc-bq","HTAN_versioned","clinical_tier3_brain_r4","`isb-cgc-bq.HTAN_versioned.clinical_tier3_brain_r4`","HTAN","CLINICAL BIOSPECIMEN DATA","","HTAN","CLINICAL DATA","","CURRENT","2","10/31/2023","","This table contains third-tier, neuroblastoma and glioma clinical information about HTAN patient cases, specifically disease-agnostic extensions to the GDC clinical data model. Data was extracted from HTAN Synapse projects in October 2023. More details: see https://data.humantumoratlas.org/standard/clinical","access:open, category:clinical_biospecimen_data, data_type:clinical_data, program:htan, source:htan, status:current","entityId, Stop_Days_from_Index, HTAN_Participant_ID, CNS_Tumor_Primary_Anatomic_Site, Glioma_Specific_Radiation_Field, Id, Infra_Tentorial_Ependymoma_Molecular_Subgroup, Supra_Tentorial_Ependymoma_Molecular_Subgroup, Glioma_Specific_Metastasis_Sites, Timepoint_Label, Component, Start_Days_from_Index, Neuroblastoma_MYCN_Gene_Amplification_Status, HTAN_Center, Manifest_Id, Manifest_Version,"
